Sr,Date,URL,ID,User,Tweet,emotion_text2emotion
1682,2021-07-01 20:14:53+00:00,https://twitter.com/AnmolImtiaz2/status/1410693413729615874,1.41E+18,AnmolImtiaz2,Another topic for discussion hahahahah jiss mein Nadia Hussain bilkul galat nai hein but it's trending. #savePhDs #HEC #NadiaHussain #ARYNewsUrdu #ImranKhanPTI #ImranKhan #jobless https://t.co/w80QR4MJ3E,Surprise
1683,2021-07-01 18:46:28+00:00,https://twitter.com/Dr_Huda_Says/status/1410671162422665216,1.41E+18,Dr_Huda_Says,"In national budgets, they talk of billions n trillions of rupees investment on education sector.. in reality the higher education sector is being mostly run by this processing fee stuff, payed by the unemployed people. #Ticks #savePhDs https://t.co/dlx0TXQQfn",Happy
1684,2021-07-01 18:39:53+00:00,https://twitter.com/YasirSaeedRand1/status/1410669504489836545,1.41E+18,YasirSaeedRand1,"@AaminahQ Kindly help us in court of law to get justice as HEC is continuously destroying PhDs future 
#IPFPforAllFreshPhds 
#savePhDs",Fear
1685,2021-07-01 18:13:55+00:00,https://twitter.com/ImranaPhD/status/1410662968040296450,1.41E+18,ImranaPhD,"@VerySmartEhsan @CMShehbaz Well, perhaps you are not aware of our struggle  (#savePhDs) through which we are trying to raise our voices in or own individual capacities. Another thing we haven't used any harsh words/curse anybody. Nor we r blaming the govt. We demand attention of govt.",Sad
1686,2021-07-01 17:11:18+00:00,https://twitter.com/MeetMudasir/status/1410647210136674318,1.41E+18,MeetMudasir,IPFP is right of all phds. #savePhDs #IPFPforallPhDs. https://t.co/ozm5MYuiVh,Surprise
1687,2021-07-01 16:56:13+00:00,https://twitter.com/DrManso55497789/status/1410643417093312518,1.41E+18,DrManso55497789,"Very strange no one is here to listen most educated community in Pakistan.ya Allah reham farma
#savePhDs",Surprise
1688,2021-07-01 16:51:36+00:00,https://twitter.com/ImranaPhD/status/1410642255866646530,1.41E+18,ImranaPhD,"Government as well as industry should come forward and invest in 
Research which aims to contribute towards the sustainable development, food safety &amp; security, environment, public health and overall betterment of humanity. #savePhDS #IPFPforAllFreshPhds",Fear
1689,2021-07-01 16:28:50+00:00,https://twitter.com/adnan_masial/status/1410636522878025730,1.41E+18,adnan_masial,#Tweeter #tweeter kindly verify my account. #savePhDs,Happy
1690,2021-07-01 15:10:10+00:00,https://twitter.com/DrMFaisalIqbal/status/1410616728829059082,1.41E+18,DrMFaisalIqbal,Stop hiring visiting faculty. Provide us permanent jobs. #savePhDs,Fear
1691,2021-07-01 15:07:55+00:00,https://twitter.com/DrMFaisalIqbal/status/1410616161041936393,1.41E+18,DrMFaisalIqbal,Pre assessment test from fresh PhD is totally irrelevant #savePhDs,Surprise
1692,2021-07-01 15:07:04+00:00,https://twitter.com/DrMFaisalIqbal/status/1410615948495638542,1.41E+18,DrMFaisalIqbal,The Higher Education Commission should have clear policy to adjust PhDs in Universities and research institutes. Although the number of PhDs are in thousands yet the situation is getting worse. In the name of job advertisement universities are looting jobless PhDs. #savePhDs,Fear
1693,2021-07-01 13:44:54+00:00,https://twitter.com/ImranaPhD/status/1410595268429553667,1.41E+18,ImranaPhD,@VerySmartEhsan @CMShehbaz It is not about covid-19. This Problem persists long before ago as the pandemic arosed in the country during early 2019. There are certain persistant wrong practices in higher education institutions that's why the PhDs are suffering #savePhDs #IPFPforAllFreshPhds,Fear
1694,2021-07-01 11:41:01+00:00,https://twitter.com/HIqbal134/status/1410564093229113346,1.41E+18,HIqbal134,"#savePhDs 
3) while #NTS is openly denying its blunder of giving out of content Chemistry questions in a pure Biology based DNA &amp; Serology #PFSA screening test. Despite having doctorate degrees, unemployed youth is compelled to apply on MSc based jobs, &amp; still not getting justice",Fear
1695,2021-07-01 11:37:24+00:00,https://twitter.com/HIqbal134/status/1410563182175862784,1.41E+18,HIqbal134,"#savePhDs
I have created my Twitter account today and this is my very first post on it.
I am disappointed by back to back frauds of the so-called quality assurance institutions #HEC and #NTS of Pakistan.",Fear
1696,2021-07-01 10:55:36+00:00,https://twitter.com/Mehmood2Dr/status/1410552665088696323,1.41E+18,Mehmood2Dr,"Do something for unemployeed PhDs.
#savephds 
@SaleemKhanSafi @CMShehbaz @pakistan_trend @MaryamNSharif @ https://t.co/wEUw17blcZ",Surprise
1697,2021-07-01 10:53:40+00:00,https://twitter.com/Mehmood2Dr/status/1410552177412775938,1.41E+18,Mehmood2Dr,"#savePhDs  in Pakistan,under worst financial crisis @saleemkhan https://t.co/81O0n664lb",Sad
1698,2021-07-01 10:29:23+00:00,https://twitter.com/ZeenatSAQ/status/1410546066353709056,1.41E+18,ZeenatSAQ,"@PakPMO @ImranKhanPTI Save Ph. Ds
No jobs for Ph. Ds in pakistan
#savephds
#Ipfpforallfreshphds
#PMImranKhan",Fear
1699,2021-07-01 10:23:55+00:00,https://twitter.com/DrMianAbdulAli1/status/1410544691347591169,1.41E+18,DrMianAbdulAli1,"@CMShehbaz Kindly raise your voice in favor of all unemployed PhD doctor because they are the assets of Pakistan.
#savePhDs",Happy
1700,2021-07-01 10:20:40+00:00,https://twitter.com/ZeenatSAQ/status/1410543871789047808,1.41E+18,ZeenatSAQ,"Dear ph. Ds plz ask your friends and followers to join us
#savephds #Ipfpforallfreshphds",Surprise
1701,2021-07-01 10:19:17+00:00,https://twitter.com/ZeenatSAQ/status/1410543526014771200,1.41E+18,ZeenatSAQ,"To promote education should be the priority of tabdeli sarkar
Ph. D is highest degree in pakistan
Tabdeli sarkar ny rol dia ha, education and hec ka budget kam kr k
No jobs for Ph. Ds in pakistan
#PMImranKhan #savephds #Ipfpforallfreshphds",Fear
1702,2021-07-01 10:16:40+00:00,https://twitter.com/ZeenatSAQ/status/1410542867215372289,1.41E+18,ZeenatSAQ,"@DrIqbalComp9401 We are few in number
Who will see our problems
#savephds
#IPFPforAllFreshPhds
#PMImranKhan",Fear
1703,2021-07-01 10:01:21+00:00,https://twitter.com/DrMianAbdulAli1/status/1410539013300162561,1.41E+18,DrMianAbdulAli1,"@betterpakistan Please give your attention towards unemployment of PhDs. If the negligent attitude and such discouraging policies of HEC continues Pakistan would face a severe shortage of PhDs in the future.
#SavePhDs#IPFPforAllFresPhDs",Fear
1704,2021-07-01 09:54:06+00:00,https://twitter.com/AftabHa92497611/status/1410537188870299649,1.41E+18,AftabHa92497611,"@razak_dawood @aliya_hamza Need your attention and consideration for the rights of jobless PhDs, they are assets of Pakistan. Please save them &amp; give them their due respect &amp; status in society #savePhDs",Fear
1705,2021-07-01 09:44:40+00:00,https://twitter.com/misba_zeeshan/status/1410534811631075330,1.41E+18,misba_zeeshan,@DrRizwana10 @betterpakistan plz mam mention #savePhDs  thanks,Surprise
1706,2021-07-01 09:34:48+00:00,https://twitter.com/Mehmood2Dr/status/1410532327806152704,1.41E+18,Mehmood2Dr,"What about Unemployed PhDs ,either they also have to follow same to get their rights ...#savephds  @CMShehbaz @betterpakistan @MaryamNSharif @SHABAZGIL @ImranRiazKhan https://t.co/5fTUWCfWuE",Fear
1707,2021-07-01 09:26:51+00:00,https://twitter.com/Sobiajabeen6931/status/1410530328645705730,1.41E+18,Sobiajabeen6931,#savePhDs @hecpkofficial @Shafqat_Mahmood @ImranKhanPTI feel this if you peoples have heart in your body. https://t.co/wyyuWSE3qb,Sad
1708,2021-07-01 09:24:41+00:00,https://twitter.com/Sobiajabeen6931/status/1410529785755877376,1.41E+18,Sobiajabeen6931,@ArifAlvi Is this state of madina where a common man is deprived from basic right. What about our families who struggle a lot for our higher education. Have you ever feel or think about this if this all happen with your own child.  #savePhDs @hecpkofficial @Shafqat_Mahmood @ImranKhanPTI,Sad
1709,2021-07-01 09:08:57+00:00,https://twitter.com/Sobiajabeen6931/status/1410525824328085504,1.41E+18,Sobiajabeen6931,@ArifAlvi It's also government duty to provide employment to highly qualified peoples of nation. How such country make progress when qualified individuals holding degress in their hands are humiliating and expoliting due to stupid policies and ignorance of HEC and government. #savePhDs,Fear
1710,2021-07-01 09:02:58+00:00,https://twitter.com/AftabHa92497611/status/1410524318833037318,1.41E+18,AftabHa92497611,"@CTV_Digital #savePhDs  we are looking for your support on this matter, mostly foreign qualified PhDs are jobless in Pakistan.",Fear
1711,2021-07-01 08:50:32+00:00,https://twitter.com/DrMianAbdulAli1/status/1410521190251237383,1.41E+18,DrMianAbdulAli1,"Fresh PhDs are protesting against not getting jobs and many educational institutes have been hiring retired teachers on contract and as visiting faculty member. This trend is not only discouraging for fresh PhDs but also a clear violation of orders of the apex court.
#savePhDs https://t.co/6cebGpV7Rr",Fear
1712,2021-07-01 08:41:59+00:00,https://twitter.com/DMAB941/status/1410519039437332482,1.41E+18,DMAB941,"Must have told him, welcome to world of unemployment
#savePhDs #SavePhD #PhDs_Unemployeed https://t.co/gUb3Gg7S0P",Sad
1713,2021-07-01 07:58:37+00:00,https://twitter.com/ImranaPhD/status/1410508123010392065,1.41E+18,ImranaPhD,@ArifAlvi Sir PhDs are asking for your kind attention towards unemployment issue. There are more than 3k PhDs who are jobless since two to three years due to mismanagement in various avenues.please look into this matter #savePhDs #IPFPforAllFreshPhds @hecpkofficial,Happy
1714,2021-07-01 07:35:26+00:00,https://twitter.com/Sobiajabeen6931/status/1410502291950604294,1.41E+18,Sobiajabeen6931,@DrGhulamAbbasT5 Due to wrong policies we peoples are suffering a lot. We need solution of our problem. #savePhDs,Fear
1715,2021-07-01 07:09:47+00:00,https://twitter.com/iUmyrr/status/1410495834710372358,1.41E+18,iUmyrr,"@sayedzbukhari 196 med professionals leaving a country which failed to provide lucrative growth path to its most talented youth. Their departure means an economic disadvantage in the form of loss of skilled human capital but Zulfi ""the trojan horse"" sees it as a success.
#savePhDs #SavePakistan https://t.co/TSdZtRqrjr",Sad
1716,2021-07-01 06:56:20+00:00,https://twitter.com/DrMianAbdulAli1/status/1410492450649653250,1.41E+18,DrMianAbdulAli1,"Revise the suggested policy and IFPF for all unemployed FreshPhDs.
#savePhDs https://t.co/Q0v2dtze2r",Fear
1717,2021-07-01 06:52:44+00:00,https://twitter.com/ZuberaNaseem/status/1410491545648734208,1.41E+18,ZuberaNaseem,"Request to higher authorities from all jobless PhDs to conduct same test like we gave for IPFP for all assistant, associate, full professors, VC, Chairman of all universities and HEC chairman too to check their caliber regarding teaching philosophies and policy making 
#savePhDs",Fear
1718,2021-07-01 06:23:11+00:00,https://twitter.com/AdilKha61502381/status/1410484107000254464,1.41E+18,AdilKha61502381,"IPFP IS NOT THE SOLUTION,. We need permanent placement. Government should take serious steps in placing the PhDs. 

RIP #highereducation 
#savePhDs #ImranKhanPTI",Fear
1719,2021-07-01 06:22:34+00:00,https://twitter.com/ImranaPhD/status/1410483954386411525,1.41E+18,ImranaPhD,"5. In order to be eligible for ipfp PhD notification date should not be older than 2yrs.this must be revised it take alot of time to do necessary paperwork i.e PCD number entry, degree attestation and equivalency etc. So this time must be at least 3years #savePhDs",Fear
1720,2021-07-01 06:16:24+00:00,https://twitter.com/SR25732444/status/1410482401684361218,1.41E+18,SR25732444,"Request to higher authorities from all jobless PhDs to conduct same test like we gave for IPFP for all assistant, associate, full professors, VC, Chairman of all universities and HEC chairman too to check their caliber regarding teaching philosophies and policy making 
#savePhDs",Fear
1721,2021-07-01 05:58:31+00:00,https://twitter.com/SR25732444/status/1410477901112385536,1.41E+18,SR25732444,Respected PM instead of increasing salaries of government employees who were already availing several benefits and not doing anything to bring positive change in Pakistan kindly give us one chance and see how r brains change this corrupt system #savePhDs,Fear
1722,2021-07-01 05:48:20+00:00,https://twitter.com/AftabHa92497611/status/1410475336475807747,1.41E+18,AftabHa92497611,"@Jhagra @InsafPK @ImranKhanPTI @IMMahmoodKhan Future of Pakistan on roads, their protest is for their rights #savePhDs",Fear
1723,2021-07-01 05:44:48+00:00,https://twitter.com/Saira_Bhatti07/status/1410474450173190146,1.41E+18,Saira_Bhatti07,"Here lies the root cause of all our suffering, unemployment PhDs doctor. #savePhDs https://t.co/hhOTq9YZZA",Fear
1724,2021-07-01 05:38:25+00:00,https://twitter.com/AftabHa92497611/status/1410472843675058176,1.41E+18,AftabHa92497611,"@TheReview_PK @hamzashafqaat @dcislamabad Raise your voice for jobless PhDs save Education, save Pakistan #savePhDs",Fear
1725,2021-07-01 05:35:26+00:00,https://twitter.com/SR25732444/status/1410472092106113029,1.41E+18,SR25732444,"Respected PM we have tried calls and put complaints on ur portal too but no response, now we want to meet u regarding PhDs unemployment, we have foreign experience n wants to implement in Pakistan,now all expectations from u #savePhDs",Sad
1726,2021-07-01 05:23:15+00:00,https://twitter.com/ImranaPhD/status/1410469023482105856,1.41E+18,ImranaPhD,@GulHajera Exactly we demand jobs for all PhDs  #savePhDs,Fear
1727,2021-07-01 05:21:51+00:00,https://twitter.com/ImranaPhD/status/1410468672561364997,1.41E+18,ImranaPhD,@SR25732444 There is always a light despite of the darkness. Stay hopeful stay strong. #savePhDs,Angry
1728,2021-07-01 05:08:27+00:00,https://twitter.com/SR25732444/status/1410465298772267009,1.41E+18,SR25732444,"I am jobless PhD,another day started hoping to receive any good news for jobless PhDs. Respected Govt we are able to help you in making Pakistan more progressive kindly provide platform where unemployed PhDs will be able to show their potential #savePhDs",Happy
1729,2021-07-01 04:01:30+00:00,https://twitter.com/AhmadHa94491342/status/1410448450286669824,1.41E+18,AhmadHa94491342,@HamidMirPAK #savePhDs  Pakistan Government has been completely failed in adjusting PhD Doctors. PhDs are wondering here and there for Jobs.,Surprise
1730,2021-07-01 04:00:17+00:00,https://twitter.com/DrHassanphy/status/1410448145570582528,1.41E+18,DrHassanphy,"@hafizahmed88 @Shafqat_Mahmood @MoeedNj @ajmaljami @Xadeejournalist @ImranKhanPTI Yes very important point I missed, Industries should develop RnD sections where they should spend at-least 5% of their worth,, This is practice in developed countries but unfortunately in Pakistan we have no such thing #savePhDs",Fear
1731,2021-07-01 03:58:33+00:00,https://twitter.com/AhmadHa94491342/status/1410447711606915076,1.41E+18,AhmadHa94491342,"@Xadeejournalist save education 
save n utilize our brain to serve our country 
#savePhDs #IPFPforAllFreshPhds",Surprise
1732,2021-07-01 03:57:18+00:00,https://twitter.com/AhmadHa94491342/status/1410447393569521664,1.41E+18,AhmadHa94491342,@Xadeejournalist #savePhDs  Pakistan Government has been completely failed in adjusting PhD Doctors. PhDs are wondering here and there for Jobs.,Surprise
1733,2021-07-01 03:55:26+00:00,https://twitter.com/AhmadHa94491342/status/1410446925049085953,1.41E+18,AhmadHa94491342,@dawn_com #savePhDs  Pakistan Government has been completely failed in adjusting PhD Doctors. PhDs are wondering here and there for Jobs.,Surprise
1734,2021-07-01 03:50:19+00:00,https://twitter.com/Amir04384322/status/1410445638840561666,1.41E+18,Amir04384322,When stupids are the policy makers in a highly in debt society its no wonder a qualified person is begging for job or/and increase in salary  #savePhDs,Fear
1735,2021-07-01 03:46:34+00:00,https://twitter.com/Amir04384322/status/1410444695516368898,1.41E+18,Amir04384322,"#savePhDs 
Me too jobless for more then 6 months phd plus post doc .Even willing to go Low salary contract jobs",Fear
1736,2021-07-01 03:40:43+00:00,https://twitter.com/AhmadHa94491342/status/1410443223592583169,1.41E+18,AhmadHa94491342,"@unhabitatyouth @Reexwaan @IYCForYouth @UNHABITAT @sdgchoupal @UNYouthKenya @UN4Youth @YouthActionSDGs @iaaiglocha @RaphaelObonyo @UNHABITAT_NY @joaoscarpelini @salonetitihawa @glocha_mp save education 
save n utilize our brain to serve our country 
#savePhDs #IPFPforAllFreshPhds",Surprise
1737,2021-07-01 03:40:25+00:00,https://twitter.com/AhmadHa94491342/status/1410443148074094592,1.41E+18,AhmadHa94491342,"@unhabitatyouth @Reexwaan @IYCForYouth @UNHABITAT @sdgchoupal @UNYouthKenya @UN4Youth @YouthActionSDGs @iaaiglocha @RaphaelObonyo @UNHABITAT_NY @joaoscarpelini @salonetitihawa @glocha_mp We spent several golden Years of our lives on #PhD for betterment of ourselfs and for #Pakistan. What we get? #Disappointment #Disreapect #Ignorance we are #Assets of our Country, We are #scientists, #Thinkers #Analysts #intellects  Not a Burden. #savePhDs #SavePakistan",Fear
1738,2021-07-01 03:40:02+00:00,https://twitter.com/AhmadHa94491342/status/1410443051084959745,1.41E+18,AhmadHa94491342,@unhabitatyouth @Reexwaan @IYCForYouth @UNHABITAT @sdgchoupal @UNYouthKenya @UN4Youth @YouthActionSDGs @iaaiglocha @RaphaelObonyo @UNHABITAT_NY @joaoscarpelini @salonetitihawa @glocha_mp #savePhDs #IPFPforAllFreshPhds PhDs are jobless aroùnd the country.,Surprise
1739,2021-07-01 03:38:23+00:00,https://twitter.com/sfbukhari1987/status/1410442636201181185,1.41E+18,sfbukhari1987,"We will never let down from our demands.
1. IPFP for all
2. Stop conducting irrelevant test.
3. Stop hiring visiting faculty
4. Induction of all PhD's in Universities.
#savePhDs #IPFPforAllFreshPhds",Surprise
1740,2021-07-01 03:36:37+00:00,https://twitter.com/drrahila24/status/1410442187955920901,1.41E+18,drrahila24,Same is my story in addition i avail IRSIP too #savePhDs https://t.co/XDuE66s6Qs,Fear
1741,2021-07-01 03:35:20+00:00,https://twitter.com/AhmadHa94491342/status/1410441865581711366,1.41E+18,AhmadHa94491342,@UETKICS Stop hiring visiting faculty. Give us permanent job. #IPFPforAllFreshPhds  #savePhDs,Fear
1742,2021-07-01 03:28:55+00:00,https://twitter.com/AhmadHa94491342/status/1410440253396094978,1.41E+18,AhmadHa94491342,"@BaaghiTV @mubasherlucman Covid-19 (Coronavirus) is dangerous for life but unemployed after PhD is more chronic... 
#savePhDs #dr_sheikh #ARYNewsUrdu #ImranKhanPTI @Shafqat_Mahmood @UsmanCh40380798 @SHABAZGIL",Fear
1743,2021-07-01 03:22:32+00:00,https://twitter.com/AhmadHa94491342/status/1410438646822543363,1.41E+18,AhmadHa94491342,@iqrarulhassan #savePhDs #IPFPforAllFreshPhds PhDs are jobless aroùnd the country.,Surprise
1744,2021-07-01 02:43:58+00:00,https://twitter.com/DrMuham12643626/status/1410428942020923392,1.41E+18,DrMuham12643626,"New PhD programs should be delayed by HEC, until Fresh unemployed PhDs get jobs at Research Institutions, Universities or any Organization.
#savePhDs",Fear
1745,2021-06-30 22:28:48+00:00,https://twitter.com/AsimSha47949041/status/1410364727272816642,1.41E+18,AsimSha47949041,Imran khan we were voted you because we think you are different from others. In last government at least everyone easily got IPFP but your government make it impossible by introducing some kind bad policies. #savePhDs #StateOfHigherEducation #IPFPforAllFreshPhds #ImranKhan https://t.co/g12wdmwqd4,Fear
1746,2021-06-30 22:13:51+00:00,https://twitter.com/AsimSha47949041/status/1410360961123368964,1.41E+18,AsimSha47949041,We like speeches but please do something for fresh PhDs. Please give the IPFP to all the PhDs and please provide jobs #savePhDs https://t.co/a4vi5rVqPg,Fear
1747,2021-06-30 20:47:57+00:00,https://twitter.com/ZeenatSAQ/status/1410339346595520512,1.41E+18,ZeenatSAQ,"@puregemini5 @YasirBalty @Saira_Bhatti07 Her koi apni family ko chor k bahir nae ja skta,
Opportunities to bht hn Ph. Ds k lye foreign me
You don't know the situations,
Due to lack of funding universities are not hiring phds,
Visiting faculty pa kam chala ry, visiting ko monthly 9-10k per month pay kia ja ra #savePhDs",Fear
1748,2021-06-30 20:41:08+00:00,https://twitter.com/Zai2Afzal/status/1410337630752022529,1.41E+18,Zai2Afzal,At NA PM @ImranKhanPTI said his govt allocated certain amount for seeds development and genetic manipulation of animals but on other hand no job for PhDs (they knows modern and advance technology related to Gene editing or GMOs) then how can they achieve this?  #savePhDs #ImranKh,Fear
1749,2021-06-30 19:56:58+00:00,https://twitter.com/DrManso55497789/status/1410326514147770392,1.41E+18,DrManso55497789,Partner of piece not partner of conflict what a satement https://t.co/P1YS0LaSuq rock. ab aik nazar idher bhi please #savePhDs,Fear
1750,2021-06-30 19:23:19+00:00,https://twitter.com/AhmadHa94491342/status/1410318044941983747,1.41E+18,AhmadHa94491342,"@BOLNETWORK @IqbalMudasser What so called higher education commission of Pakistan have done for highly qualified peoples of nation and what role government have played so far beside humiliating us. This is our roshan Pakistan 
#savePhDs @hecpkofficial @Shafqat_Mahmood @ImranKhanPTI",Fear
1751,2021-06-30 19:22:09+00:00,https://twitter.com/AhmadHa94491342/status/1410317753517498369,1.41E+18,AhmadHa94491342,"@syed_munaza What so called higher education commission of Pakistan have done for highly qualified peoples of nation and what role government have played so far beside humiliating us. This is our roshan Pakistan 
#savePhDs @hecpkofficial @Shafqat_Mahmood @ImranKhanPTI",Fear
1752,2021-06-30 19:21:20+00:00,https://twitter.com/AhmadHa94491342/status/1410317547019382787,1.41E+18,AhmadHa94491342,"@PresOfPakistan What so called higher education commission of Pakistan have done for highly qualified peoples of nation and what role government have played so far beside humiliating us. This is our roshan Pakistan 
#savePhDs @hecpkofficial @Shafqat_Mahmood @ImranKhanPTI",Fear
1753,2021-06-30 19:19:30+00:00,https://twitter.com/AhmadHa94491342/status/1410317084869992456,1.41E+18,AhmadHa94491342,"@FaisalJavedKhan What so called higher education commission of Pakistan have done for highly qualified peoples of nation and what role government have played so far beside humiliating us. This is our roshan Pakistan 
#savePhDs @hecpkofficial @Shafqat_Mahmood @ImranKhanPTI",Fear
1754,2021-06-30 19:17:40+00:00,https://twitter.com/DrHassanphy/status/1410316624633212929,1.41E+18,DrHassanphy,"#savePhDs A THREAD 
following are the core issues and solutions for #joblessPhDs 
@Shafqat_Mahmood @MoeedNj @ajmaljami @Xadeejournalist @ImranKhanPTI",Fear
1755,2021-06-30 19:08:30+00:00,https://twitter.com/DrManso55497789/status/1410314318839701514,1.41E+18,DrManso55497789,@dr .shahbaz Gill sahab .you are phd doctor you can fight our case to please.#savePhDs,Sad
1756,2021-06-30 18:55:06+00:00,https://twitter.com/YasirSaeedRand1/status/1410310946447413251,1.41E+18,YasirSaeedRand1,"@CMShehbaz Kindly raise voice for unemployed PhDs too. HEC is stoping PhDs IPFP program through a planned pre assessment test program.  
#savePhDs 
#IPFPforAllFreshPhds",Happy
1757,2021-06-30 18:52:00+00:00,https://twitter.com/Saira_Bhatti07/status/1410310163848994823,1.41E+18,Saira_Bhatti07,Their quality criteria is a https://t.co/bmqdDiZmu7 https://t.co/h4vkEk7juq based test from PhD who spend his life in labs. #savePhDs https://t.co/CGcw0TdnI5,Sad
1758,2021-06-30 17:06:16+00:00,https://twitter.com/MAshraf91162/status/1410283557742854144,1.41E+18,MAshraf91162,"@ShahramKTarakai A nation in debts is a nation in chains what else ya need Dude, we need action not rhetoric, #Pakistan needs it's looted money back from
@AAliZardari &amp; @NawazSharifMNS.
@ImranKhanPTI 
#WewantPromotion
#تبدیلی_کی_لائٹ_چلی_گئی 
The PM
No More
@imf_pakistan 
@cnni
#savePhDs",Fear
1759,2021-06-30 16:59:37+00:00,https://twitter.com/Saira_Bhatti07/status/1410281884995751940,1.41E+18,Saira_Bhatti07,"Ap CSP officer hn ya businessman?
#savePhDs https://t.co/SvEXNhaD1f",Surprise
1760,2021-06-30 16:31:00+00:00,https://twitter.com/AhmadS1920/status/1410274683841388551,1.41E+18,AhmadS1920,"@ImranKhanPTI why graduates are not eligible for class iv posts in jammu and kashmir?
Unemployment is at its peak and the policies made by jk ut govt are not helping the cause either,please look into the matter and make graduates eligible.
#savegraduates
#savePhDs",Surprise
1761,2021-06-30 16:17:56+00:00,https://twitter.com/DMAB941/status/1410271392898195461,1.41E+18,DMAB941,"@TalatsViews Also raise the voice for trend at #savePhDs #SavePhD
#TakeUsBackToSchool #TakeUsBackToChina",Fear
1762,2021-06-30 16:15:21+00:00,https://twitter.com/DMAB941/status/1410270742533611526,1.41E+18,DMAB941,"@MaleehaHashmey The only thing to keep in mind, don't try to come back otherwise you will be crying for livelihood. Just stay outside and send dollars.
#savePhDs #SavePhD #PhDs_Unemployeed",Angry
1763,2021-06-30 15:59:46+00:00,https://twitter.com/ImranaPhD/status/1410266823426183169,1.41E+18,ImranaPhD,@CMShehbaz We PhDs are suffering with worst ever joblessness in Pakistan.there are more than 3k PhDs who are jobless right now. we request that if you could raise our voice in order to get heard. #savePhDs #IPFPforAllFreshPhds,Sad
1764,2021-06-30 15:37:22+00:00,https://twitter.com/DrManso55497789/status/1410261183488200707,1.41E+18,DrManso55497789,#savePhDs respected prime minister please...... https://t.co/26PPPWkSCa,Happy
1765,2021-06-30 15:23:30+00:00,https://twitter.com/ZunairaHabib2/status/1410257696838754304,1.41E+18,ZunairaHabib2,"#savePhDs We are not demanding the properties/belongings of politicians, HEC and university mafias. Rather we want our right. Stop hiring visiting faculty in universities. Adjust PhD's in universities, R&amp;D Institutes and even in post-graduate colleges.
#IPFPforAllFreshPhds",Fear
1766,2021-06-30 14:57:11+00:00,https://twitter.com/YasirSaeedRand1/status/1410251072304824325,1.41E+18,YasirSaeedRand1,"#IPFPforAllFreshPhds 
HEC must consider all Fresh PhDs for IPFP as this is their right. 
#savePhDs",Sad
1767,2021-06-30 13:57:57+00:00,https://twitter.com/SidraIram10/status/1410236164137684995,1.41E+18,SidraIram10,"I am phd and joblesd
#savePhDs",Surprise
1768,2021-06-30 13:38:50+00:00,https://twitter.com/AhmadHa94491342/status/1410231353099046913,1.41E+18,AhmadHa94491342,@geonews_urdu Create jobs for highly qualified people of your country who are still jobless after spending half of their lives in learning #savePhDs,Fear
1769,2021-06-30 13:33:53+00:00,https://twitter.com/AhmadHa94491342/status/1410230107722207238,1.41E+18,AhmadHa94491342,"@DunyaNews Congratulations for PhD and best of luck for future in Pakistan.  It's a hard time for highly qualified people within the country.
#savePhDs",Happy
1770,2021-06-30 13:32:41+00:00,https://twitter.com/AhmadHa94491342/status/1410229808915701760,1.41E+18,AhmadHa94491342,"@DunyaNews #savePhDs
I am PhD and jobless
Give respect and rights to unemployed PhDs
#savePhDs",Fear
1771,2021-06-30 13:30:34+00:00,https://twitter.com/AhmadHa94491342/status/1410229276079710218,1.41E+18,AhmadHa94491342,"@DunyaNews Covid-19 (Coronavirus) is dangerous for life but unemployed after PhD is more chronic... 
#savePhDs #dr_sheikh #ARYNewsUrdu #ImranKhanPTI",Fear
1772,2021-06-30 13:08:37+00:00,https://twitter.com/AhmadHa94491342/status/1410223750415630341,1.41E+18,AhmadHa94491342,"@DrMuradPTI How do you convince the upcoming generation that education is the key to success when we are surrounded by poor graduates and rich criminals.
Robert Mugaby
#savePhDs",Sad
1773,2021-06-30 13:08:18+00:00,https://twitter.com/AhmadHa94491342/status/1410223670845489156,1.41E+18,AhmadHa94491342,"@DrMuradPTI How do you convince the upcoming generation that education is the key to success when we are surrounded by poor graduates and rich criminals.
Robert Mugaby
#savePhDs",Sad
1774,2021-06-30 12:41:30+00:00,https://twitter.com/ZeenatSAQ/status/1410216925448265734,1.41E+18,ZeenatSAQ,"Save our scientist
Save our researchers
Save our highly qualified
Save our Phds
#PMImranKhan
#FawadChaudhry
#ShafqatMahmood
#AsadUmar
#savephds #Ipfpforallfreshphds",Surprise
1775,2021-06-30 12:31:33+00:00,https://twitter.com/ImranaPhD/status/1410214423147388931,1.41E+18,ImranaPhD,@Xadeejournalist While PhDs are running twitter hashtag to get employment opportunities in Pakistan.  #savePhDs #IPFPforAllFreshPhds,Sad
1776,2021-06-30 12:30:44+00:00,https://twitter.com/AhmadHa94491342/status/1410214217001603075,1.41E+18,AhmadHa94491342,"Stop hiring visiting faculty
Provide regular jobs to Phd
Who deserve this after so many years of hard work
#savephds #Ipfpforallfreshphds
#Shafqatmehmood #HEC
#ImranKhanPTI
#ImranKhan",Fear
1777,2021-06-30 12:24:05+00:00,https://twitter.com/iUmyrr/status/1410212544371961856,1.41E+18,iUmyrr,"Below is an advert for the visiting faculty with 20 years of teaching experience. All over the world, opportunities are given to young people (early career researchers or academicians) but here in Pak we do it differently, we given it to...
CC: @salmanmasood #savePhDs https://t.co/qLBdCRjDby",Sad
